chainsize	ss	mean	dev	err
120	58	116.2462	118.953331080124	1.18953331080124
120	59	118.2068	119.574282496963	1.19574282496963
120	60	NA	NA	NA
120	61	NA	NA	NA
120	62	NA	NA	NA
120	63	NA	NA	NA
120	64	NA	NA	NA
120	65	NA	NA	NA
120	66	NA	NA	NA
120	67	NA	NA	NA
120	68	NA	NA	NA
120	69	NA	NA	NA
120	70	NA	NA	NA
120	71	NA	NA	NA
120	72	NA	NA	NA
120	73	NA	NA	NA
120	74	NA	NA	NA
120	75	NA	NA	NA
120	76	NA	NA	NA
120	77	NA	NA	NA
120	78	NA	NA	NA
120	79	NA	NA	NA
120	80	NA	NA	NA
120	81	NA	NA	NA
120	82	NA	NA	NA
120	83	NA	NA	NA
120	84	NA	NA	NA
120	85	NA	NA	NA
120	86	NA	NA	NA
120	87	NA	NA	NA
120	88	NA	NA	NA
120	89	NA	NA	NA
120	90	NA	NA	NA
120	91	NA	NA	NA
120	92	NA	NA	NA
120	93	NA	NA	NA
120	94	NA	NA	NA
120	95	NA	NA	NA
120	96	NA	NA	NA
120	97	NA	NA	NA
120	98	NA	NA	NA
120	99	NA	NA	NA
120	100	NA	NA	NA
120	101	NA	NA	NA
120	102	NA	NA	NA
120	103	NA	NA	NA
120	104	NA	NA	NA
120	105	NA	NA	NA
120	106	NA	NA	NA
120	107	NA	NA	NA
120	108	NA	NA	NA
120	109	NA	NA	NA
120	110	NA	NA	NA
120	111	NA	NA	NA
120	112	NA	NA	NA
120	113	NA	NA	NA
120	114	NA	NA	NA
120	115	NA	NA	NA
120	116	NA	NA	NA
120	117	NA	NA	NA
120	118	NA	NA	NA
120	119	NA	NA	NA
120	120	NA	NA	NA
120	121	NA	NA	NA
120	122	NA	NA	NA
120	123	NA	NA	NA
120	124	NA	NA	NA
120	125	NA	NA	NA
120	126	NA	NA	NA
120	127	NA	NA	NA
120	128	NA	NA	NA
120	129	NA	NA	NA
120	130	NA	NA	NA
120	131	NA	NA	NA
120	132	NA	NA	NA
120	133	NA	NA	NA
120	134	NA	NA	NA
120	135	NA	NA	NA
120	136	NA	NA	NA
120	137	NA	NA	NA
120	138	NA	NA	NA
120	139	NA	NA	NA
120	140	NA	NA	NA
120	141	NA	NA	NA
120	142	NA	NA	NA
120	143	NA	NA	NA
120	144	NA	NA	NA
120	145	NA	NA	NA
120	146	NA	NA	NA
120	147	NA	NA	NA
120	148	NA	NA	NA
120	149	NA	NA	NA
122	1	2915935.4809	7287556.59111849	72875.5659111849
122	2	498867.3211	2146875.92378931	21468.7592378931
122	3	114580.8992	637281.150839809	6372.81150839809
122	4	46058.479	357526.909492721	3575.26909492721
122	5	20833.9166	205484.653691841	2054.84653691841
122	6	8166.6583	100959.793689902	1009.59793689902
122	7	4151.1211	30738.0233990522	307.380233990522
122	8	2645.587	22462.7720777105	224.627720777105
122	9	1787.3329	15874.1515279322	158.741515279322
122	10	1286.3633	12687.960677813	126.87960677813
122	11	748.2876	4384.79371346899	43.8479371346899
122	12	811.086	9392.02339658245	93.9202339658245
122	13	544.3969	4127.98424063846	41.2798424063846
122	14	453.6847	2759.33513131743	27.5933513131743
122	15	357.3715	2455.28344204204	24.5528344204204
122	16	325.7619	1904.35028301214	19.0435028301214
122	17	288.1769	1327.02310192313	13.2702310192313
122	18	251.3864	1069.60133563714	10.6960133563714
122	19	222.3892	585.420412378389	5.85420412378389
122	20	225.3765	822.381461169035	8.22381461169035
122	21	197.7696	500.065107988013	5.00065107988013
122	22	182.7225	404.876143731545	4.04876143731545
122	23	178.2055	364.506379861651	3.64506379861651
122	24	175.4408	373.46715902104	3.7346715902104
122	25	173.8566	497.261675532949	4.97261675532949
122	26	159.6186	302.225713618542	3.02225713618542
122	27	156.6706	249.043915369997	2.49043915369997
122	28	156.565	302.748924136993	3.02748924136993
122	29	148.8471	278.512727277436	2.78512727277436
122	30	144.0175	223.632671474731	2.23632671474731
122	31	141.8135	204.633471855243	2.04633471855243
122	32	139.795	214.724622345329	2.14724622345329
122	33	139.2884	206.834055846966	2.06834055846966
122	34	137.7417	186.339700626337	1.86339700626337
122	35	136.754	202.889104889563	2.02889104889563
122	36	130.3774	157.932619304766	1.57932619304766
122	37	132.3978	168.080737946401	1.68080737946401
122	38	133.8282	168.650634710987	1.68650634710987
122	39	131.6718	174.219721432143	1.74219721432143
122	40	128.2817	169.611102636955	1.69611102636955
122	41	126.4754	149.018099686727	1.49018099686727
122	42	130.6158	163.475024999967	1.63475024999967
122	43	125.6776	141.884918829519	1.41884918829519
122	44	128.7797	152.333505564606	1.52333505564606
122	45	123.7542	132.989719184984	1.32989719184984
122	46	126.4239	149.720225164713	1.49720225164713
122	47	125.3486	140.267336791632	1.40267336791632
122	48	124.9968	141.64566403238	1.4164566403238
122	49	123.0813	132.392405617605	1.32392405617605
122	50	122.6916	142.198628454825	1.42198628454825
122	51	120.5755	123.888226757117	1.23888226757117
122	52	120.8551	125.538704392789	1.25538704392789
122	53	121.0361	124.016330383584	1.24016330383584
122	54	123.6651	130.502810085967	1.30502810085967
122	55	120.9481	124.531286071055	1.24531286071055
122	56	121.192	126.453358916235	1.26453358916235
122	57	123.495	122.538490047635	1.22538490047635
122	58	120.1852	121.373621749397	1.21373621749397
122	59	120.6941	120.171471836931	1.20171471836931
122	60	121.3736	121.438567002397	1.21438567002397
122	61	NA	NA	NA
122	62	NA	NA	NA
122	63	NA	NA	NA
122	64	NA	NA	NA
122	65	NA	NA	NA
122	66	NA	NA	NA
122	67	NA	NA	NA
122	68	NA	NA	NA
122	69	NA	NA	NA
122	70	NA	NA	NA
122	71	NA	NA	NA
122	72	NA	NA	NA
122	73	NA	NA	NA
122	74	NA	NA	NA
122	75	NA	NA	NA
122	76	NA	NA	NA
122	77	NA	NA	NA
122	78	NA	NA	NA
122	79	NA	NA	NA
122	80	NA	NA	NA
122	81	NA	NA	NA
122	82	NA	NA	NA
122	83	NA	NA	NA
122	84	NA	NA	NA
122	85	NA	NA	NA
122	86	NA	NA	NA
122	87	NA	NA	NA
122	88	NA	NA	NA
122	89	NA	NA	NA
122	90	NA	NA	NA
122	91	NA	NA	NA
122	92	NA	NA	NA
122	93	NA	NA	NA
122	94	NA	NA	NA
122	95	NA	NA	NA
122	96	NA	NA	NA
122	97	NA	NA	NA
122	98	NA	NA	NA
122	99	NA	NA	NA
122	100	NA	NA	NA
122	101	NA	NA	NA
122	102	NA	NA	NA
122	103	NA	NA	NA
122	104	NA	NA	NA
122	105	NA	NA	NA
122	106	NA	NA	NA
122	107	NA	NA	NA
122	108	NA	NA	NA
122	109	NA	NA	NA
122	110	NA	NA	NA
122	111	NA	NA	NA
122	112	NA	NA	NA
122	113	NA	NA	NA
122	114	NA	NA	NA
122	115	NA	NA	NA
122	116	NA	NA	NA
122	117	NA	NA	NA
122	118	NA	NA	NA
122	119	NA	NA	NA
122	120	NA	NA	NA
122	121	NA	NA	NA
122	122	NA	NA	NA
122	123	NA	NA	NA
122	124	NA	NA	NA
122	125	NA	NA	NA
122	126	NA	NA	NA
122	127	NA	NA	NA
122	128	NA	NA	NA
122	129	NA	NA	NA
122	130	NA	NA	NA
122	131	NA	NA	NA
122	132	NA	NA	NA
122	133	NA	NA	NA
122	134	NA	NA	NA
122	135	NA	NA	NA
122	136	NA	NA	NA
122	137	NA	NA	NA
122	138	NA	NA	NA
122	139	NA	NA	NA
122	140	NA	NA	NA
122	141	NA	NA	NA
122	142	NA	NA	NA
122	143	NA	NA	NA
122	144	NA	NA	NA
122	145	NA	NA	NA
122	146	NA	NA	NA
122	147	NA	NA	NA
122	148	NA	NA	NA
122	149	NA	NA	NA
124	1	3075276.7336	7824187.52391743	78241.8752391743
124	2	486442.4688	1972514.11520957	19725.1411520957
124	3	144940.4465	896422.329971754	8964.22329971754
124	4	45030.9355	328333.108683239	3283.33108683239
124	5	24605.2022	237060.353619256	2370.60353619256
124	6	8254.1569	76132.6125133066	761.326125133066
124	7	5567.3227	57431.4543636603	574.314543636603
124	8	2859.033	29685.6757489429	296.856757489429
124	9	1685.392	17361.6033676238	173.616033676238
124	10	1495.0403	19380.9221637637	193.809221637637
124	11	861.4412	6258.23709955943	62.5823709955943
124	12	654.401	4489.07946140855	44.8907946140855
124	13	652.0942	5873.25684263172	58.7325684263172
124	14	403.1393	1627.26339961073	16.2726339961073
124	15	340.159	1265.65299591539	12.6565299591539
124	16	321.7673	1521.48593470188	15.2148593470188
124	17	271.2398	978.150164785779	9.78150164785779
124	18	265.7193	1058.83688869589	10.5883688869589
124	19	233.7032	911.850519793022	9.11850519793022
124	20	224.828	709.947005832907	7.09947005832907
124	21	201.5577	488.505791430906	4.88505791430906
124	22	199.4526	530.689609375754	5.30689609375754
124	23	189.0548	447.615682451897	4.47615682451897
124	24	175.6854	393.324431020556	3.93324431020556
124	25	172.8152	375.492022651437	3.75492022651437
124	26	170.3205	323.582602359591	3.23582602359591
124	27	160.8136	277.847897959441	2.77847897959441
124	28	165.4698	325.412556028685	3.25412556028685
124	29	156.0903	445.08668072775	4.4508668072775
124	30	150.8866	244.3555104801	2.443555104801
124	31	146.4789	238.540772877138	2.38540772877138
124	32	143.3951	202.180883633841	2.02180883633841
124	33	140.9876	208.495319074668	2.08495319074668
124	34	141.5796	198.318941869178	1.98318941869178
124	35	139.9407	196.167704682361	1.96167704682361
124	36	136.2431	194.400900135229	1.94400900135229
124	37	135.253	175.649318983382	1.75649318983382
124	38	138.707	195.107844686229	1.95107844686229
124	39	134.7694	163.209307183859	1.63209307183859
124	40	130.3987	155.480626319893	1.55480626319893
124	41	131.1797	161.844054440396	1.61844054440396
124	42	131.2421	155.240349922997	1.55240349922997
124	43	129.5941	154.718594647001	1.54718594647001
124	44	126.2598	145.52092405525	1.4552092405525
124	45	129.3278	153.945510714626	1.53945510714626
124	46	127.9188	144.809046583966	1.44809046583966
124	47	125.4253	136.196673135901	1.36196673135901
124	48	124.8999	132.179066461188	1.32179066461188
124	49	127.6938	147.427757006317	1.47427757006317
124	50	125.3063	136.888870024497	1.36888870024497
124	51	125.0736	137.827472676032	1.37827472676032
124	52	124.2189	128.254108294508	1.28254108294508
124	53	124.4785	132.829575424153	1.32829575424153
124	54	123.5799	126.973903827579	1.26973903827579
124	55	124.139	123.945145604464	1.23945145604464
124	56	120.0545	123.178658167447	1.23178658167447
124	57	122.1766	128.767917316749	1.28767917316749
124	58	121.9812	121.298223286482	1.21298223286482
124	59	123.1266	124.124605393961	1.24124605393961
124	60	121.8196	121.759186864066	1.21759186864066
124	61	120.355	120.520913969611	1.20520913969611
124	62	NA	NA	NA
124	63	NA	NA	NA
124	64	NA	NA	NA
124	65	NA	NA	NA
124	66	NA	NA	NA
124	67	NA	NA	NA
124	68	NA	NA	NA
124	69	NA	NA	NA
124	70	NA	NA	NA
124	71	NA	NA	NA
124	72	NA	NA	NA
124	73	NA	NA	NA
124	74	NA	NA	NA
124	75	NA	NA	NA
124	76	NA	NA	NA
124	77	NA	NA	NA
124	78	NA	NA	NA
124	79	NA	NA	NA
124	80	NA	NA	NA
124	81	NA	NA	NA
124	82	NA	NA	NA
124	83	NA	NA	NA
124	84	NA	NA	NA
124	85	NA	NA	NA
124	86	NA	NA	NA
124	87	NA	NA	NA
124	88	NA	NA	NA
124	89	NA	NA	NA
124	90	NA	NA	NA
124	91	NA	NA	NA
124	92	NA	NA	NA
124	93	NA	NA	NA
124	94	NA	NA	NA
124	95	NA	NA	NA
124	96	NA	NA	NA
124	97	NA	NA	NA
124	98	NA	NA	NA
124	99	NA	NA	NA
124	100	NA	NA	NA
124	101	NA	NA	NA
124	102	NA	NA	NA
124	103	NA	NA	NA
124	104	NA	NA	NA
124	105	NA	NA	NA
124	106	NA	NA	NA
124	107	NA	NA	NA
124	108	NA	NA	NA
124	109	NA	NA	NA
124	110	NA	NA	NA
124	111	NA	NA	NA
124	112	NA	NA	NA
124	113	NA	NA	NA
124	114	NA	NA	NA
124	115	NA	NA	NA
124	116	NA	NA	NA
124	117	NA	NA	NA
124	118	NA	NA	NA
124	119	NA	NA	NA
124	120	NA	NA	NA
124	121	NA	NA	NA
124	122	NA	NA	NA
124	123	NA	NA	NA
124	124	NA	NA	NA
124	125	NA	NA	NA
124	126	NA	NA	NA
124	127	NA	NA	NA
124	128	NA	NA	NA
124	129	NA	NA	NA
124	130	NA	NA	NA
124	131	NA	NA	NA
124	132	NA	NA	NA
124	133	NA	NA	NA
124	134	NA	NA	NA
124	135	NA	NA	NA
124	136	NA	NA	NA
124	137	NA	NA	NA
124	138	NA	NA	NA
124	139	NA	NA	NA
124	140	NA	NA	NA
124	141	NA	NA	NA
124	142	NA	NA	NA
124	143	NA	NA	NA
124	144	NA	NA	NA
124	145	NA	NA	NA
124	146	NA	NA	NA
124	147	NA	NA	NA
124	148	NA	NA	NA
124	149	NA	NA	NA
126	1	3258083.6614	8352014.37761401	83520.1437761401
126	2	530291.4537	2269598.26306172	22695.9826306172
126	3	160206.1213	945852.922332273	9458.52922332272
126	4	57388.9633	481936.211994773	4819.36211994773
126	5	19221.2945	176185.97524841	1761.8597524841
126	6	10160.906	100940.796654072	1009.40796654072
126	7	6022.3534	71409.5900568832	714.095900568832
126	8	3333.291	41348.0385861774	413.480385861774
126	9	1838.8944	16955.4571018655	169.554571018655
126	10	1313.3099	7543.71233111626	75.4371233111626
126	11	1085.5612	12208.2664852678	122.082664852678
126	12	755.7924	4796.5131075711	47.965131075711
126	13	584.0567	2845.17749512803	28.4517749512803
126	14	436.2728	1597.58948293852	15.9758948293852
126	15	414.9892	2759.09226320815	27.5909226320815
126	16	362.2214	1538.49738992431	15.3849738992431
126	17	285.9219	869.336338690249	8.69336338690249
126	18	278.5297	959.27073006074	9.5927073006074
126	19	255.4055	1064.86670676666	10.6486670676666
126	20	235.969	842.02671854192	8.4202671854192
126	21	217.9851	695.529319713733	6.95529319713733
126	22	184.9334	401.763959299909	4.01763959299909
126	23	187.4494	388.897458416684	3.88897458416684
126	24	179.7313	436.323462257855	4.36323462257855
126	25	167.5239	327.68402663377	3.2768402663377
126	26	169.7307	381.504127785614	3.81504127785614
126	27	166.3407	338.84733845109	3.3884733845109
126	28	162.1719	293.475146335327	2.93475146335327
126	29	155.7812	269.64354450027	2.6964354450027
126	30	147.3489	225.346808025272	2.25346808025272
126	31	156.3287	309.239608345773	3.09239608345773
126	32	150.4959	231.481262612515	2.31481262612515
126	33	145.6942	205.729580158944	2.05729580158944
126	34	143.5841	198.026042122055	1.98026042122055
126	35	140.1804	231.48641699237	2.3148641699237
126	36	139.4365	190.337334219616	1.90337334219616
126	37	139.6148	195.641823732246	1.95641823732246
126	38	137.9268	187.790432574231	1.87790432574231
126	39	137.3047	194.13890555315	1.9413890555315
126	40	135.2425	165.267684180827	1.65267684180827
126	41	134.743	172.460887237549	1.72460887237549
126	42	134.4353	179.335177041434	1.79335177041434
126	43	134.1121	165.298377756586	1.65298377756586
126	44	133.661	154.906534666709	1.54906534666709
126	45	131.0705	150.299013666427	1.50299013666427
126	46	132.1268	150.280122881549	1.50280122881549
126	47	130.2176	160.164610074985	1.60164610074985
126	48	127.2386	144.577298112646	1.44577298112646
126	49	127.3448	145.823421849839	1.45823421849839
126	50	127.4734	133.632667643156	1.33632667643156
126	51	125.0358	129.182610025627	1.29182610025627
126	52	126.2017	136.135513018832	1.36135513018832
126	53	128.6284	134.913310216477	1.34913310216477
126	54	128.0867	132.543240318642	1.32543240318642
126	55	125.3113	129.684223373891	1.29684223373891
126	56	126.0875	128.836853179607	1.28836853179607
126	57	124.9608	124.208211609954	1.24208211609954
126	58	125.6979	128.390953962092	1.28390953962092
126	59	124.4846	125.5916346287	1.255916346287
126	60	124.3494	127.393636550274	1.27393636550274
126	61	124.0573	126.153994386781	1.26153994386781
126	62	122.0073	119.728769076294	1.19728769076294
126	63	NA	NA	NA
126	64	NA	NA	NA
126	65	NA	NA	NA
126	66	NA	NA	NA
126	67	NA	NA	NA
126	68	NA	NA	NA
126	69	NA	NA	NA
126	70	NA	NA	NA
126	71	NA	NA	NA
126	72	NA	NA	NA
126	73	NA	NA	NA
126	74	NA	NA	NA
126	75	NA	NA	NA
126	76	NA	NA	NA
126	77	NA	NA	NA
126	78	NA	NA	NA
126	79	NA	NA	NA
126	80	NA	NA	NA
126	81	NA	NA	NA
126	82	NA	NA	NA
126	83	NA	NA	NA
126	84	NA	NA	NA
126	85	NA	NA	NA
126	86	NA	NA	NA
126	87	NA	NA	NA
126	88	NA	NA	NA
126	89	NA	NA	NA
126	90	NA	NA	NA
126	91	NA	NA	NA
126	92	NA	NA	NA
126	93	NA	NA	NA
126	94	NA	NA	NA
126	95	NA	NA	NA
126	96	NA	NA	NA
126	97	NA	NA	NA
126	98	NA	NA	NA
126	99	NA	NA	NA
126	100	NA	NA	NA
126	101	NA	NA	NA
126	102	NA	NA	NA
126	103	NA	NA	NA
126	104	NA	NA	NA
126	105	NA	NA	NA
126	106	NA	NA	NA
126	107	NA	NA	NA
126	108	NA	NA	NA
126	109	NA	NA	NA
126	110	NA	NA	NA
126	111	NA	NA	NA
126	112	NA	NA	NA
126	113	NA	NA	NA
126	114	NA	NA	NA
126	115	NA	NA	NA
126	116	NA	NA	NA
126	117	NA	NA	NA
126	118	NA	NA	NA
126	119	NA	NA	NA
126	120	NA	NA	NA
126	121	NA	NA	NA
126	122	NA	NA	NA
126	123	NA	NA	NA
126	124	NA	NA	NA
126	125	NA	NA	NA
126	126	NA	NA	NA
126	127	NA	NA	NA
126	128	NA	NA	NA
126	129	NA	NA	NA
126	130	NA	NA	NA
126	131	NA	NA	NA
126	132	NA	NA	NA
126	133	NA	NA	NA
126	134	NA	NA	NA
126	135	NA	NA	NA
126	136	NA	NA	NA
126	137	NA	NA	NA
126	138	NA	NA	NA
126	139	NA	NA	NA
126	140	NA	NA	NA
126	141	NA	NA	NA
126	142	NA	NA	NA
126	143	NA	NA	NA
126	144	NA	NA	NA
126	145	NA	NA	NA
126	146	NA	NA	NA
126	147	NA	NA	NA
126	148	NA	NA	NA
126	149	NA	NA	NA
128	1	3394556.425	8785927.6731477	87859.276731477
128	2	609062.3914	2565248.4676002	25652.484676002
128	3	152193.9107	911363.765923402	9113.63765923402
128	4	60924.1167	473637.672678516	4736.37672678516
128	5	24295.768	262743.482047473	2627.43482047473
128	6	9585.6317	85212.3861340446	852.123861340446
128	7	6270.193	70943.3510836417	709.433510836417
128	8	3229.6244	33191.1567430712	331.911567430712
128	9	2162.0764	25412.4332765177	254.124332765177
128	10	1407.2489	11781.7760888216	117.817760888216
128	11	957.5819	7227.717201156	72.27717201156
128	12	817.2257	5346.32189256665	53.4632189256665
128	13	648.251	4913.0227435711	49.130227435711
128	14	434.3695	1765.72941370018	17.6572941370018
128	15	409.8653	1767.99436033086	17.6799436033086
128	16	353.943	1605.83391887471	16.0583391887471
128	17	319.4715	1308.05894370543	13.0805894370543
128	18	281.1523	1435.96984287403	14.3596984287403
128	19	274.5382	1267.32105924564	12.6732105924564
128	20	249.1041	1238.59443769189	12.3859443769189
128	21	222.5217	586.645473024562	5.86645473024562
128	22	204.052	504.596520064106	5.04596520064106
128	23	187.8153	507.49540859488	5.0749540859488
128	24	188.2608	639.255430273278	6.39255430273278
128	25	187.6926	454.802294209167	4.54802294209167
128	26	176.1351	427.221488069101	4.27221488069101
128	27	166.8903	288.794713082737	2.88794713082737
128	28	157.1029	259.323246868125	2.59323246868125
128	29	159.6793	295.897109417186	2.95897109417186
128	30	159.3159	307.327253772393	3.07327253772393
128	31	155.349	241.719350122042	2.41719350122042
128	32	151.0183	239.166003024699	2.39166003024699
128	33	146.5543	202.809784853673	2.02809784853673
128	34	147.708	235.267812992732	2.35267812992732
128	35	146.281	211.802309857202	2.11802309857202
128	36	145.6369	219.421963025983	2.19421963025983
128	37	143.7175	197.251434231999	1.97251434231999
128	38	139.8053	187.414556567817	1.87414556567817
128	39	139.0776	176.725195593938	1.76725195593938
128	40	137.3054	172.913047578956	1.72913047578956
128	41	137.8205	187.353188394193	1.87353188394193
128	42	134.3874	157.378556106708	1.57378556106708
128	43	133.8446	162.609069309747	1.62609069309747
128	44	132.9776	158.739037122034	1.58739037122034
128	45	130.7498	148.203066820027	1.48203066820027
128	46	133.4335	150.828475098836	1.50828475098836
128	47	130.256	143.768175869485	1.43768175869485
128	48	130.5072	142.058018415785	1.42058018415785
128	49	128.9528	145.092932178162	1.45092932178162
128	50	129.3851	136.810573097554	1.36810573097554
128	51	132.5929	149.206363213746	1.49206363213746
128	52	129.9044	141.46087932244	1.4146087932244
128	53	128.6424	141.147532691289	1.41147532691289
128	54	127.6285	137.07246395169	1.3707246395169
128	55	128.3351	133.434013922977	1.33434013922977
128	56	128.6704	131.52994022791	1.3152994022791
128	57	126.4326	130.259016572289	1.30259016572289
128	58	126.2804	134.014424456609	1.34014424456609
128	59	127.2091	128.340185045448	1.28340185045448
128	60	125.8337	126.806387182559	1.26806387182559
128	61	124.569	125.685741154488	1.25685741154488
128	62	126.4792	125.211916245048	1.25211916245048
128	63	127.1497	127.733810256088	1.27733810256088
128	64	NA	NA	NA
128	65	NA	NA	NA
128	66	NA	NA	NA
128	67	NA	NA	NA
128	68	NA	NA	NA
128	69	NA	NA	NA
128	70	NA	NA	NA
128	71	NA	NA	NA
128	72	NA	NA	NA
128	73	NA	NA	NA
128	74	NA	NA	NA
128	75	NA	NA	NA
128	76	NA	NA	NA
128	77	NA	NA	NA
128	78	NA	NA	NA
128	79	NA	NA	NA
128	80	NA	NA	NA
128	81	NA	NA	NA
128	82	NA	NA	NA
128	83	NA	NA	NA
128	84	NA	NA	NA
128	85	NA	NA	NA
128	86	NA	NA	NA
128	87	NA	NA	NA
128	88	NA	NA	NA
128	89	NA	NA	NA
128	90	NA	NA	NA
128	91	NA	NA	NA
128	92	NA	NA	NA
128	93	NA	NA	NA
128	94	NA	NA	NA
128	95	NA	NA	NA
128	96	NA	NA	NA
128	97	NA	NA	NA
128	98	NA	NA	NA
128	99	NA	NA	NA
128	100	NA	NA	NA
128	101	NA	NA	NA
128	102	NA	NA	NA
128	103	NA	NA	NA
128	104	NA	NA	NA
128	105	NA	NA	NA
128	106	NA	NA	NA
128	107	NA	NA	NA
128	108	NA	NA	NA
128	109	NA	NA	NA
128	110	NA	NA	NA
128	111	NA	NA	NA
128	112	NA	NA	NA
128	113	NA	NA	NA
128	114	NA	NA	NA
128	115	NA	NA	NA
128	116	NA	NA	NA
128	117	NA	NA	NA
128	118	NA	NA	NA
128	119	NA	NA	NA
128	120	NA	NA	NA
128	121	NA	NA	NA
128	122	NA	NA	NA
128	123	NA	NA	NA
128	124	NA	NA	NA
128	125	NA	NA	NA
128	126	NA	NA	NA
128	127	NA	NA	NA
128	128	NA	NA	NA
128	129	NA	NA	NA
128	130	NA	NA	NA
128	131	NA	NA	NA
128	132	NA	NA	NA
128	133	NA	NA	NA
128	134	NA	NA	NA
128	135	NA	NA	NA
128	136	NA	NA	NA
128	137	NA	NA	NA
128	138	NA	NA	NA
128	139	NA	NA	NA
128	140	NA	NA	NA
128	141	NA	NA	NA
128	142	NA	NA	NA
128	143	NA	NA	NA
128	144	NA	NA	NA
128	145	NA	NA	NA
128	146	NA	NA	NA
128	147	NA	NA	NA
128	148	NA	NA	NA
128	149	NA	NA	NA
130	1	3751124.0508	9745677.43953018	97456.7743953018
130	2	610752.2515	2589913.06613886	25899.1306613886
130	3	165851.8929	1076048.71730348	10760.4871730348
130	4	56719.5485	430688.763180631	4306.88763180631
130	5	24283.6728	241232.51316944	2412.3251316944
130	6	13975.071	171519.564863709	1715.19564863709
130	7	6491.4682	96206.4373527666	962.064373527666
130	8	2912.3437	22526.2798431594	225.262798431594
130	9	2260.5191	22602.1511782402	226.021511782402
130	10	1444.2619	9541.85154120477	95.4185154120477
130	11	1166.7996	9236.87532819528	92.3687532819528
130	12	735.2949	6196.81666044803	61.9681666044803
130	13	649.4595	3891.68457119021	38.9168457119021
130	14	530.0067	3841.23228079201	38.4123228079201
130	15	429.7312	2705.03168831532	27.0503168831532
130	16	360.9094	1865.13731315186	18.6513731315186
130	17	316.636	1458.87847922495	14.5887847922495
130	18	286.108	1325.21256882481	13.2521256882481
130	19	270.4506	1299.98009614943	12.9998009614943
130	20	236.3896	709.804145524905	7.09804145524905
130	21	223.9457	566.427938234363	5.66427938234363
130	22	218.1588	808.151224105156	8.08151224105156
130	23	207.3684	667.8149677602	6.678149677602
130	24	200.3286	562.175244850422	5.62175244850422
130	25	182.4786	426.532154133649	4.26532154133649
130	26	176.3579	401.555711585006	4.01555711585006
130	27	172.5524	319.656320554697	3.19656320554697
130	28	167.8106	288.017655612698	2.88017655612698
130	29	161.9105	278.026690757969	2.78026690757969
130	30	162.9373	289.56250899136	2.8956250899136
130	31	159.0925	263.1836493916	2.631836493916
130	32	152.2893	228.517726316	2.28517726316
130	33	148.0701	219.282904680731	2.19282904680731
130	34	149.636	250.169434541068	2.50169434541068
130	35	148.3631	216.750604476306	2.16750604476306
130	36	145.6804	214.523898682992	2.14523898682992
130	37	140.3248	189.009349394086	1.89009349394086
130	38	141.1991	188.54757192252	1.8854757192252
130	39	140.7425	176.698041906387	1.76698041906387
130	40	143.8099	176.517822941967	1.76517822941967
130	41	138.2099	167.958702824758	1.67958702824758
130	42	138.5471	181.292369044859	1.81292369044859
130	43	134.1599	160.66501939388	1.6066501939388
130	44	138.6277	166.395162272564	1.66395162272564
130	45	137.0326	163.959798788611	1.63959798788611
130	46	136.127	172.716600167434	1.72716600167434
130	47	132.2319	148.143745663892	1.48143745663892
130	48	137.1	158.094122519332	1.58094122519332
130	49	133.8524	145.441390030601	1.45441390030601
130	50	130.0946	137.716093551488	1.37716093551488
130	51	131.3705	143.938209140433	1.43938209140433
130	52	131.573	135.728161721834	1.35728161721834
130	53	130.1403	139.84118982527	1.3984118982527
130	54	130.9711	138.722232719111	1.38722232719111
130	55	128.3909	132.889688328765	1.32889688328765
130	56	130.539	138.777161626324	1.38777161626324
130	57	127.5464	133.765955235695	1.33765955235695
130	58	129.4232	133.048070563492	1.33048070563492
130	59	130.194	130.304455369373	1.30304455369373
130	60	129.7553	130.859054830505	1.30859054830505
130	61	128.5228	128.640263960827	1.28640263960827
130	62	127.6143	128.41884704177	1.2841884704177
130	63	127.938	129.591032635649	1.29591032635649
130	64	125.8007	124.18295905736	1.2418295905736
130	65	NA	NA	NA
130	66	NA	NA	NA
130	67	NA	NA	NA
130	68	NA	NA	NA
130	69	NA	NA	NA
130	70	NA	NA	NA
130	71	NA	NA	NA
130	72	NA	NA	NA
130	73	NA	NA	NA
130	74	NA	NA	NA
130	75	NA	NA	NA
130	76	NA	NA	NA
130	77	NA	NA	NA
130	78	NA	NA	NA
130	79	NA	NA	NA
130	80	NA	NA	NA
130	81	NA	NA	NA
130	82	NA	NA	NA
130	83	NA	NA	NA
130	84	NA	NA	NA
130	85	NA	NA	NA
130	86	NA	NA	NA
130	87	NA	NA	NA
130	88	NA	NA	NA
130	89	NA	NA	NA
130	90	NA	NA	NA
130	91	NA	NA	NA
130	92	NA	NA	NA
130	93	NA	NA	NA
130	94	NA	NA	NA
130	95	NA	NA	NA
130	96	NA	NA	NA
130	97	NA	NA	NA
130	98	NA	NA	NA
130	99	NA	NA	NA
130	100	NA	NA	NA
130	101	NA	NA	NA
130	102	NA	NA	NA
130	103	NA	NA	NA
130	104	NA	NA	NA
130	105	NA	NA	NA
130	106	NA	NA	NA
130	107	NA	NA	NA
130	108	NA	NA	NA
130	109	NA	NA	NA
130	110	NA	NA	NA
130	111	NA	NA	NA
130	112	NA	NA	NA
130	113	NA	NA	NA
130	114	NA	NA	NA
130	115	NA	NA	NA
130	116	NA	NA	NA
130	117	NA	NA	NA
130	118	NA	NA	NA
130	119	NA	NA	NA
